exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
34,0,8,46,39,1,7143.2242,156.3830256,20.502,39.574,20,50
35,0,8,105,29,1,28044.94571,184.0646463,178.22,335.314,20,50
35,0,8,27,130,0,17494.69134,14948.27255,243.6346,243.6346,20,50
35,0,8,102,87,1,39180.74011,163.5670839,160.197,364.888,20,50
35,0,8,132,27,1,21656.7027,174.0909922,198.387,364.888,20,50
35,0,8,24,44,1,13482.32708,177.2032804,53.332,75.0628,20,50
35,0,8,96,26,1,14826,194.5507412,31.289,63.2332,20,50
35,0,8,34,67,1,38476.3895,162.882674,138.824,190.4014,20,50
35,0,8,28,1,1,18389.9124,190.589086,48.575,86.8924,20,50
35,0,8,140,134,0,21063.72327,4645.249367,104.6368,104.6368,20,50
35,0,8,105,9,1,25367.98134,194.7268757,157.182,187.444,20,50
